allgenders_0age_avg_vote;allgenders_0age_votes;allgenders_18age_avg_vote;allgenders_18age_votes;allgenders_30age_avg_vote;allgenders_30age_votes;allgenders_45age_avg_vote;allgenders_45age_votes;males_allages_avg_vote;males_allages_votes;males_0age_avg_vote;males_0age_votes;males_18age_avg_vote;males_18age_votes;males_30age_avg_vote;males_30age_votes;males_45age_avg_vote;males_45age_votes;females_allages_avg_vote;females_allages_votes;females_0age_avg_vote;females_0age_votes;females_18age_avg_vote;females_18age_votes;females_30age_avg_vote;females_30age_votes;females_45age_avg_vote;females_45age_votes;votes;allgenders_allages_votes;allgenders_allages_avg_vote;main_actor;supporting_actor_1;supporting_actor_2
6.8;388.0;7.2;67329.0;7.0;72871.0;6.9;14009.0;7.0;115890.0;6.7;276.0;7.1;42851.0;6.9;53554.0;6.8;10760.0;7.4;49328.0;7.2;85.0;7.5;23528.0;7.3;18338.0;7.4;2987.0;154597.0;154597.0;7.3;Adam Sandler;Andy Samberg;Selena Gomez
5.7;174.0;5.8;14733.0;5.7;21259.0;5.8;5062.0;5.8;35802.0;5.5;112.0;5.8;10839.0;5.7;17379.0;5.8;4149.0;5.8;7951.0;5.9;25.0;5.7;3013.0;5.8;3299.0;5.9;749.0;41228.0;41228.0;5.8;Jason Clarke;Amy Seimetz;John Lithgow
5.5;2.0;4.8;742.0;4.6;3118.0;4.5;907.0;4.6;3893.0;7.0;1.0;4.7;525.0;4.6;2596.0;4.5;719.0;4.8;914.0;4.0;1.0;5.1;213.0;4.8;499.0;4.6;173.0;4769.0;4769.0;5.0;Michael Madsen;Reynaldo Rosales;Heidi Dippold
7.4;66.0;7.4;37853.0;7.2;82270.0;6.8;15209.0;7.2;109144.0;7.3;54.0;7.4;26637.0;7.1;66124.0;6.7;12419.0;7.4;29678.0;7.3;9.0;7.6;10674.0;7.3;15163.0;7.0;2526.0;135398.0;135398.0;7.4;Owen Wilson;Adrien Brody;Jason Schwartzman
6.0;29.0;5.8;12546.0;5.5;15964.0;5.2;3969.0;5.5;28747.0;5.8;23.0;5.7;10022.0;5.5;14078.0;5.2;3514.0;5.8;4798.0;8.3;3.0;5.9;2378.0;5.6;1773.0;5.4;408.0;32508.0;32508.0;5.8;Steve Martin;Jean Reno;Emily Mortimer
5.8;6.0;6.0;6344.0;5.9;18631.0;5.9;5251.0;5.9;23972.0;6.2;5.0;6.0;4191.0;5.9;14732.0;5.9;4371.0;5.9;6837.0;4.0;1.0;6.1;2089.0;5.8;3712.0;5.8;790.0;30232.0;30232.0;6.0;Christina Ricci;Liam Neeson;Justin Long
7.2;132.0;7.0;70547.0;6.8;109485.0;6.4;16754.0;6.9;174446.0;7.1;110.0;7.1;57387.0;6.8;93774.0;6.4;14146.0;6.6;31154.0;7.7;13.0;6.7;12378.0;6.4;14685.0;6.3;2369.0;196918.0;196918.0;7.1;Will Ferrell;John C. Reilly;Mary Steenburgen
6.0;2.0;7.2;384.0;7.1;361.0;6.8;122.0;6.9;654.0;6.0;1.0;7.1;289.0;7.0;282.0;5.4;54.0;7.7;252.0;6.0;1.0;7.8;91.0;7.5;79.0;8.0;67.0;869.0;869.0;7.3;Ghadah Adel;Kal Naga;Aida Riyad
5.9;16.0;5.9;16207.0;5.8;38893.0;5.5;6483.0;5.8;58836.0;5.9;13.0;6.0;14854.0;5.8;36035.0;5.5;5894.0;5.3;4447.0;7.5;2.0;5.3;1199.0;5.2;2543.0;5.5;506.0;61599.0;61599.0;5.9;Will Ferrell;Woody Harrelson;André Benjamin
7.7;87.0;7.6;87469.0;7.5;152784.0;7.4;28771.0;7.6;244301.0;7.6;72.0;7.7;75279.0;7.5;133794.0;7.4;24595.0;7.3;33732.0;8.0;7.0;7.4;11204.0;7.3;17301.0;7.4;3720.0;269111.0;269111.0;7.6;Ben Affleck;Rebecca Hall;Jon Hamm
7.1;13.0;7.0;10991.0;6.7;34018.0;6.5;7685.0;6.8;48075.0;7.3;11.0;7.1;9605.0;6.7;30414.0;6.5;6662.0;6.4;5742.0;5.0;1.0;6.5;1294.0;6.3;3316.0;6.4;913.0;52707.0;52707.0;6.9;Nat Faxon;John C. Reilly;Tim Meadows
7.9;20.0;7.1;30802.0;7.0;59314.0;7.0;14099.0;7.1;71152.0;8.2;10.0;7.1;17627.0;7.0;41170.0;7.0;10497.0;7.0;34841.0;7.8;9.0;7.0;12812.0;7.0;17378.0;7.0;3373.0;104235.0;104235.0;7.0;Julianne Moore;Annette Bening;Mark Ruffalo
7.0;408.0;7.0;61565.0;6.9;70379.0;6.8;13004.0;6.9;114163.0;7.0;310.0;7.0;42148.0;6.9;54566.0;6.8;10612.0;6.9;38333.0;7.0;68.0;7.0;18572.0;6.9;15048.0;6.8;2178.0;145356.0;145356.0;7.0;Bill Hader;Anna Faris;James Caan
6.5;23.0;6.5;14198.0;6.3;24945.0;6.3;5164.0;6.4;37682.0;6.6;19.0;6.5;10884.0;6.3;20936.0;6.2;4324.0;6.6;8072.0;10.0;1.0;6.6;3153.0;6.5;3738.0;6.7;757.0;44330.0;44330.0;6.5;William Prael;Diane Ayala Goldner;Juan Fernández
6.3;12.0;6.6;19066.0;6.5;39474.0;6.5;8235.0;6.5;53666.0;6.7;7.0;6.6;13244.0;6.5;31891.0;6.4;6813.0;6.7;14762.0;9.3;3.0;6.7;5624.0;6.6;7182.0;6.7;1301.0;66787.0;66787.0;6.7;Garret Dillahunt;Michael Bowen;Josh Coxx
8.3;1713.0;8.1;379963.0;8.0;398307.0;8.0;77433.0;8.0;758139.0;8.2;1217.0;8.1;296676.0;8.0;330018.0;7.9;63306.0;8.2;166647.0;8.5;247.0;8.2;76680.0;8.1;61844.0;8.2;12594.0;857416.0;857416.0;8.1;Robert Downey Jr.;Chris Evans;Mark Ruffalo
6.0;128.0;6.8;29473.0;6.6;36725.0;6.7;8002.0;6.6;56176.0;6.0;102.0;6.7;18739.0;6.5;27344.0;6.6;6361.0;7.0;22902.0;6.5;22.0;7.0;10413.0;6.9;8930.0;7.0;1511.0;74328.0;74328.0;6.9;Blake Anderson;Aziz Ansari;Allison Bills
5.0;3.0;5.1;777.0;4.7;1560.0;4.7;227.0;4.8;2299.0;3.0;1.0;5.0;642.0;4.7;1385.0;4.7;198.0;5.3;324.0;6.0;2.0;5.6;126.0;5.1;160.0;5.3;24.0;2567.0;2567.0;5.1;Jay Chou;Eric Tsang;Gang Wang
4.4;10.0;5.6;6848.0;5.6;25154.0;5.7;5847.0;5.6;34571.0;4.4;7.0;5.6;5936.0;5.6;22655.0;5.7;5242.0;5.5;3776.0;3.0;2.0;5.5;863.0;5.4;2297.0;5.8;521.0;37859.0;37859.0;5.8;Todd Schroeder;Laura de Carteret;Amy Lalonde
1.0;4.0;3.3;97.0;4.0;172.0;4.4;82.0;3.8;315.0;1.0;3.0;3.4;81.0;3.8;153.0;4.4;65.0;4.1;56.0;1.0;1.0;3.3;15.0;5.2;19.0;4.1;16.0;355.0;355.0;4.4;Ford Kiernan;Greg Hemphill;Alana Gray
5.0;29.0;5.5;23552.0;5.4;31458.0;5.6;6448.0;5.3;37836.0;4.3;10.0;5.3;10361.0;5.3;21233.0;5.5;5037.0;5.7;25342.0;5.7;15.0;5.8;12883.0;5.6;9918.0;5.9;1338.0;61487.0;61487.0;5.8;Anna Faris;Colin Hanks;Emma Stone
6.1;11.0;6.7;6617.0;6.8;18706.0;6.7;3819.0;6.8;24987.0;6.1;10.0;6.7;5060.0;6.8;15883.0;6.7;3291.0;6.6;4712.0;6.0;1.0;6.5;1471.0;6.7;2609.0;6.7;456.0;29153.0;29153.0;6.8;Alysson Paradis;Jean-Baptiste Tabourin;Claude Lulé
3.5;2.0;5.8;2316.0;5.6;7311.0;5.5;1862.0;5.5;9433.0;5.0;1.0;5.8;1691.0;5.5;6046.0;5.4;1495.0;5.9;2199.0;2.0;1.0;6.0;604.0;5.8;1195.0;6.0;339.0;11491.0;11491.0;6.0;Andy Whitfield;Dwaine Stevenson;Samantha Noble
4.9;79.0;5.3;37291.0;5.1;63315.0;5.5;14045.0;5.2;100941.0;4.7;68.0;5.3;30315.0;5.1;54310.0;5.5;11928.0;5.4;17792.0;6.7;6.0;5.4;6534.0;5.3;8432.0;5.8;1929.0;114730.0;114730.0;5.3;Brendan Fraser;Jet Li;Maria Bello
5.9;11.0;6.1;3384.0;6.1;9790.0;5.6;2068.0;6.0;14984.0;5.0;10.0;6.1;3023.0;6.0;8840.0;5.6;1852.0;6.2;1512.0;10.0;1.0;6.2;310.0;6.3;842.0;5.6;181.0;15253.0;15253.0;6.3;Seann William Scott;Clifton Collins Jr.;Steve Lemme
7.0;11.0;6.8;10993.0;6.6;37750.0;6.3;8384.0;6.6;45851.0;7.6;7.0;6.7;7501.0;6.6;30366.0;6.3;6916.0;6.7;12140.0;6.0;3.0;6.9;3368.0;6.7;7014.0;6.5;1348.0;57138.0;57138.0;6.6;Yûsuke Iseya;Jason Bermingham;Eduardo Semerjian
8.2;29.0;8.1;19233.0;8.1;51992.0;7.8;7895.0;8.1;74967.0;8.1;23.0;8.1;17404.0;8.1;47918.0;7.8;7080.0;8.1;6172.0;8.7;3.0;8.1;1623.0;8.1;3608.0;7.6;692.0;79149.0;79149.0;8.2;Wagner Moura;André Ramiro;Caio Junqueira
6.7;14.0;6.2;10455.0;6.0;26584.0;5.9;7116.0;6.0;41114.0;6.5;11.0;6.2;9240.0;6.0;24109.0;5.9;6335.0;5.9;4056.0;6.0;2.0;6.1;1062.0;5.8;2175.0;6.1;671.0;44169.0;44169.0;6.1;Mads Mikkelsen;Alexander Morton;Stewart Porter
6.5;8.0;6.8;12442.0;6.8;35404.0;6.9;9885.0;6.8;38797.0;6.6;5.0;6.8;6239.0;6.8;24176.0;6.9;7455.0;6.9;19783.0;6.0;3.0;6.9;6061.0;6.9;10836.0;7.0;2287.0;57739.0;57739.0;6.9;Amy Adams;Emily Blunt;Alan Arkin
6.9;21.0;7.0;19968.0;6.8;30928.0;6.9;8571.0;6.6;27044.0;6.7;3.0;6.7;5133.0;6.6;15384.0;6.8;5707.0;7.1;34064.0;6.9;16.0;7.2;14540.0;7.0;15183.0;7.2;2753.0;59488.0;59488.0;7.0;Keira Knightley;Ralph Fiennes;Charlotte Rampling
6.4;181.0;6.9;17561.0;6.7;18983.0;6.7;5585.0;6.8;34989.0;6.4;146.0;6.9;12577.0;6.7;14976.0;6.7;4622.0;7.0;10533.0;6.7;25.0;7.0;4775.0;6.9;3770.0;6.9;874.0;42310.0;42310.0;7.0;Ty Burrell;Max Charles;Lauri Fraser
7.8;4.0;7.5;2015.0;7.2;3857.0;7.0;1292.0;7.2;4824.0;6.0;1.0;7.3;988.0;7.2;2716.0;7.0;1027.0;7.5;2424.0;10.0;1.0;7.6;1011.0;7.4;1113.0;7.1;248.0;7168.0;7168.0;7.5;Rhys Wakefield;Luke Ford;Toni Collette
6.8;34.0;6.6;23136.0;6.5;50076.0;6.6;9049.0;6.6;75281.0;6.7;26.0;6.6;20181.0;6.5;44980.0;6.6;7844.0;6.7;8864.0;7.9;5.0;6.6;2754.0;6.6;4730.0;6.9;1092.0;82295.0;82295.0;6.8;Jet Li;Michael Angarano;Jackie Chan
8.5;2.0;6.0;3802.0;5.8;7943.0;6.0;2986.0;5.7;8331.0;8.0;1.0;5.7;1405.0;5.7;4550.0;5.9;2135.0;6.2;6709.0;9.0;1.0;6.2;2346.0;6.1;3295.0;6.3;803.0;14733.0;14733.0;6.2;Nia Vardalos;Richard Dreyfuss;Alexis Georgoulis
5.6;22.0;6.0;18160.0;5.7;27948.0;5.7;5802.0;5.6;25253.0;3.9;5.0;5.8;5743.0;5.6;14821.0;5.6;3871.0;6.1;28163.0;6.5;14.0;6.2;12167.0;5.9;12842.0;6.2;1848.0;51932.0;51932.0;6.1;Patrick Dempsey;Michelle Monaghan;Kevin McKidd
8.3;16.0;7.8;16834.0;7.7;52605.0;7.6;13851.0;7.7;74649.0;8.3;15.0;7.8;14479.0;7.7;46672.0;7.5;11760.0;7.7;9799.0;10.0;1.0;7.7;2201.0;7.6;5461.0;7.7;1888.0;83306.0;83306.0;7.7;Frank Langella;Michael Sheen;Sam Rockwell
6.4;35.0;6.7;26801.0;6.5;52350.0;6.2;10069.0;6.6;73257.0;6.7;27.0;6.7;19468.0;6.5;42662.0;6.2;8497.0;6.5;18111.0;5.3;5.0;6.5;6920.0;6.5;9053.0;6.1;1423.0;89255.0;89255.0;6.6;Willem Dafoe;Charlotte Gainsbourg;Storm Acheche Sahlstrøm
6.2;5.0;6.2;8471.0;5.9;19067.0;5.9;4999.0;5.9;20704.0;7.0;2.0;6.0;3712.0;5.8;12644.0;5.8;3780.0;6.2;12599.0;6.5;2.0;6.3;4655.0;6.2;6275.0;6.1;1156.0;32542.0;32542.0;6.2;Amy Poehler;Tina Fey;Greg Kinnear
6.2;8.0;6.2;10603.0;6.2;32956.0;6.2;8315.0;6.2;46643.0;5.5;4.0;6.3;8888.0;6.2;28928.0;6.1;7376.0;6.1;6365.0;6.7;3.0;6.0;1618.0;6.1;3692.0;6.3;803.0;51882.0;51882.0;6.3;Michael Angarano;Deborah Aquila;Nicholas Braun
6.2;5.0;6.0;9955.0;5.8;19786.0;5.6;5571.0;5.8;22541.0;7.3;3.0;6.0;4918.0;5.8;12964.0;5.6;4143.0;5.8;13318.0;5.5;2.0;6.0;4935.0;5.8;6604.0;5.7;1336.0;35317.0;35317.0;6.0;Daniel Day-Lewis;Sandro Dori;Nicole Kidman
7.2;16.0;6.9;1747.0;6.5;637.0;6.4;91.0;6.8;2269.0;7.2;12.0;6.9;1470.0;6.5;545.0;6.1;68.0;7.2;377.0;8.0;3.0;7.2;248.0;7.0;88.0;7.0;22.0;2491.0;2491.0;7.3;Veronica Taylor;Eric Stuart;Amy Birnbaum
7.6;111.0;7.7;31542.0;7.7;45258.0;7.5;7645.0;7.6;61412.0;7.5;68.0;7.6;18781.0;7.6;33504.0;7.5;6150.0;7.8;26320.0;7.7;29.0;7.8;12220.0;7.8;11149.0;7.7;1333.0;84556.0;84556.0;7.7;Tomoko Yamaguchi;Kazushige Nagashima;Yûki Amami
7.5;179.0;7.7;79115.0;7.6;108688.0;7.6;24770.0;7.6;165847.0;7.3;105.0;7.6;54786.0;7.5;83324.0;7.5;18946.0;8.0;56456.0;7.7;56.0;8.0;23240.0;7.9;24215.0;8.0;5473.0;212752.0;212752.0;7.8;Sandra Bullock;Tim McGraw;Quinton Aaron
5.6;17.0;6.0;20662.0;5.6;34752.0;5.5;9237.0;5.4;31607.0;5.0;4.0;5.6;6676.0;5.4;17643.0;5.3;6008.0;6.1;35154.0;5.9;11.0;6.3;13637.0;6.1;16550.0;5.9;3056.0;64668.0;64668.0;6.0;Julia Roberts;I. Gusti Ayu Puspawati;Hadi Subiyanto
5.9;9.0;6.1;11838.0;5.8;26391.0;5.8;6857.0;5.9;39100.0;5.5;7.0;6.0;9344.0;5.8;22668.0;5.8;5993.0;6.2;6747.0;7.5;2.0;6.3;2360.0;6.1;3406.0;6.0;759.0;45095.0;45095.0;6.1;Richard Roxburgh;Ioan Gruffudd;Rhys Wakefield
4.4;9.0;4.8;9329.0;4.7;17493.0;5.0;4908.0;4.7;20433.0;4.7;3.0;4.6;4626.0;4.6;11547.0;4.9;3614.0;5.0;12167.0;4.8;4.0;5.1;4576.0;4.9;5785.0;5.3;1220.0;31739.0;31739.0;5.0;Sandra Bullock;Thomas Haden Church;Bradley Cooper
6.5;270.0;6.6;19075.0;6.4;34564.0;6.4;8697.0;6.4;59106.0;6.5;195.0;6.6;16720.0;6.4;31117.0;6.4;7040.0;6.5;7467.0;10.0;73.0;6.6;2152.0;6.4;3058.0;6.7;1537.0;62606.0;62606.0;6.7;Dwayne Johnson;Barry Pepper;Jon Bernthal
5.0;3.0;6.2;896.0;6.1;3207.0;6.2;858.0;6.2;4630.0;7.0;2.0;6.2;803.0;6.1;2941.0;6.3;750.0;6.1;439.0;1.0;1.0;6.1;85.0;6.1;245.0;6.1;94.0;4964.0;4964.0;6.3;Andy Lau;Sammo Kam-Bo Hung;Maggie Q
8.2;4.0;6.8;1007.0;6.7;3022.0;6.5;636.0;6.7;4054.0;7.7;3.0;6.8;793.0;6.7;2613.0;6.5;552.0;6.5;689.0;10.0;1.0;6.5;206.0;6.5;393.0;6.7;74.0;4669.0;4669.0;6.9;Krissada Sukosol;Achita Sikamana;Sarunyu Wongkrachang
7.4;117.0;7.1;60216.0;7.1;129006.0;7.0;25658.0;7.2;188561.0;7.3;97.0;7.2;48452.0;7.2;111203.0;7.0;21914.0;6.8;32488.0;7.3;12.0;6.8;11107.0;6.8;16556.0;7.0;3354.0;214997.0;214997.0;7.2;Thomas Jane;Marcia Gay Harden;Laurie Holden
1.5;8.0;5.1;977.0;5.0;1668.0;5.0;671.0;4.9;2344.0;1.6;7.0;4.9;580.0;4.9;1130.0;4.9;487.0;5.5;1158.0;1.0;1.0;5.6;389.0;5.3;528.0;5.4;176.0;3324.0;3324.0;6.7;Dan Aykroyd;Jim Belushi;Kelsey Grammer
6.7;47.0;6.8;20776.0;6.5;24426.0;6.4;4542.0;6.6;41687.0;6.6;34.0;6.8;15303.0;6.5;19588.0;6.4;3651.0;6.7;11611.0;6.9;9.0;6.8;5226.0;6.5;4556.0;6.6;814.0;49791.0;49791.0;6.8;Kevin Hart;Josh Gad;Affion Crockett
5.6;6.0;6.1;653.0;6.1;1372.0;6.2;455.0;6.1;1832.0;5.4;5.0;5.9;359.0;6.1;1027.0;6.1;385.0;6.3;711.0;6.0;1.0;6.3;283.0;6.2;330.0;6.7;65.0;2486.0;2486.0;6.4;Olli Jantunen;Hannu-Pekka Björkman;Vuokko Hovatta
7.7;104.0;7.1;63724.0;7.0;144571.0;6.9;30697.0;7.0;205634.0;7.8;90.0;7.1;51245.0;7.0;121465.0;6.9;25783.0;6.9;39202.0;5.9;9.0;6.8;11684.0;6.9;21671.0;7.0;4431.0;239096.0;239096.0;7.0;George Clooney;Frances McDormand;Brad Pitt
7.7;148.0;7.7;100616.0;7.5;174225.0;7.5;39300.0;7.6;290726.0;7.7;120.0;7.7;88121.0;7.5;153885.0;7.5;33554.0;7.5;36805.0;7.3;20.0;7.5;11267.0;7.4;18373.0;7.6;5115.0;314289.0;314289.0;7.5;Jeremy Renner;Anthony Mackie;Brian Geraghty
7.5;32.0;6.3;27476.0;6.0;39463.0;6.0;8131.0;6.0;45663.0;7.3;18.0;6.2;13276.0;5.9;24754.0;5.9;5752.0;6.2;31910.0;7.7;13.0;6.4;13849.0;6.1;14237.0;6.3;2238.0;75102.0;75102.0;6.2;Jason Bateman;Victor Pagan;Jennifer Aniston
7.1;63.0;5.7;33572.0;5.9;68738.0;5.5;11344.0;5.8;101587.0;7.1;56.0;5.7;27970.0;5.9;60557.0;5.6;10011.0;5.5;14422.0;7.6;6.0;5.4;5243.0;5.5;7595.0;5.2;1175.0;113717.0;113717.0;5.9;Sacha Baron Cohen;Gustaf Hammarsten;Clifford Bañagale
5.7;106.0;6.0;37802.0;5.8;61806.0;5.7;7798.0;5.9;95510.0;5.7;88.0;6.0;31003.0;5.8;54202.0;5.7;6758.0;6.1;15125.0;5.8;9.0;6.2;6366.0;5.9;7118.0;5.9;940.0;107512.0;107512.0;6.1;Tobin Bell;Costas Mandylor;Scott Patterson
8.0;4.0;6.2;4631.0;6.2;24710.0;6.1;8886.0;6.2;33644.0;8.0;2.0;6.2;3693.0;6.2;21509.0;6.1;7586.0;6.2;5192.0;8.0;2.0;6.3;885.0;6.2;2966.0;6.2;1183.0;38231.0;38231.0;6.2;Robert Redford;Meryl Streep;Tom Cruise
7.9;6.0;7.4;7390.0;7.2;23546.0;6.8;5380.0;7.2;33632.0;8.9;5.0;7.4;6495.0;7.2;21444.0;6.8;4781.0;7.0;3300.0;5.0;1.0;7.2;809.0;7.0;1869.0;6.9;527.0;36322.0;36322.0;7.2;Julia Ormond;Benicio Del Toro;Oscar Isaac
7.3;50.0;6.7;32010.0;6.3;29560.0;6.5;7038.0;6.3;26975.0;7.2;7.0;6.4;7930.0;6.1;13355.0;6.4;4486.0;6.7;44339.0;7.4;41.0;6.9;23626.0;6.5;15849.0;6.9;2441.0;68658.0;68658.0;6.8;Amanda Seyfried;Marcia DeBonis;Gael García Bernal
8.1;982.0;8.2;204824.0;8.1;212493.0;7.9;37659.0;8.0;367512.0;8.0;689.0;8.2;146116.0;8.0;165381.0;7.8;29699.0;8.4;117053.0;8.2;192.0;8.5;55969.0;8.4;44471.0;8.3;7339.0;455958.0;455958.0;8.2;Jay Baruchel;Gerard Butler;Craig Ferguson
6.1;282.0;6.4;38653.0;6.5;56198.0;6.7;13062.0;6.5;90016.0;6.0;229.0;6.4;28390.0;6.5;46153.0;6.7;11103.0;6.5;22237.0;6.6;34.0;6.4;9731.0;6.5;9512.0;6.7;1784.0;108195.0;108195.0;6.6;Reese Witherspoon;Seth Rogen;Hugh Laurie
6.2;365.0;6.2;56641.0;6.4;63084.0;6.5;12474.0;6.3;105695.0;6.1;262.0;6.1;40318.0;6.3;49371.0;6.5;10226.0;6.5;32211.0;6.6;63.0;6.4;15394.0;6.5;12980.0;6.7;2066.0;132564.0;132564.0;6.4;Mike Myers;Eddie Murphy;Cameron Diaz
4.5;2.0;5.8;1372.0;5.3;3367.0;5.4;1033.0;5.4;4563.0;5.0;1.0;5.8;951.0;5.3;2667.0;5.4;850.0;5.5;1290.0;4.0;1.0;5.8;413.0;5.4;671.0;5.5;164.0;5774.0;5774.0;5.8;Don McManus;Ryanne Duzich;Teddy Dunn
1.7;7.0;3.6;4660.0;3.6;13803.0;3.7;2884.0;3.5;14711.0;1.5;5.0;3.4;2516.0;3.5;9660.0;3.7;2284.0;3.8;6917.0;3.0;1.0;3.9;2105.0;3.7;4052.0;3.6;569.0;21354.0;21354.0;3.9;Bonnie Aarons;Lindsay Lohan;Michael Adler
7.6;57.0;7.4;49495.0;7.2;102808.0;7.0;22715.0;7.2;157840.0;7.5;54.0;7.4;42259.0;7.2;90184.0;7.0;19616.0;7.2;21789.0;7.0;1.0;7.2;6699.0;7.1;11487.0;7.1;2743.0;175075.0;175075.0;7.3;Viggo Mortensen;Kodi Smit-McPhee;Robert Duvall
5.4;6.0;5.3;1695.0;4.9;3544.0;4.9;1028.0;5.0;5033.0;5.3;3.0;5.2;1169.0;4.9;2908.0;4.9;839.0;5.3;1352.0;8.5;2.0;5.4;516.0;5.1;614.0;5.3;177.0;6273.0;6273.0;5.4;Danielle Savre;Matt Cohen;Chrissy Calhoun
7.7;13.0;7.1;4892.0;6.8;7035.0;6.9;3200.0;6.7;8158.0;8.0;2.0;6.8;1558.0;6.6;3770.0;6.8;2288.0;7.3;7869.0;7.9;9.0;7.4;3244.0;7.2;3131.0;7.3;855.0;15140.0;15140.0;7.2;Michelle Williams;Kristin Scott Thomas;Margot Robbie
6.3;3.0;7.1;519.0;6.9;2610.0;6.9;590.0;6.9;2865.0;7.0;2.0;7.0;321.0;6.9;1991.0;6.8;494.0;7.2;894.0;5.0;1.0;7.3;191.0;7.2;594.0;7.5;93.0;3722.0;3722.0;7.1;Chen Chang;In-Hyeong Gang;Jung-woo Ha
6.0;60.0;5.7;32729.0;5.2;35865.0;5.1;6065.0;5.0;31938.0;5.2;18.0;5.2;8834.0;5.0;17890.0;5.0;3981.0;5.8;45600.0;6.4;35.0;6.0;23357.0;5.6;17567.0;5.5;1986.0;74719.0;74719.0;5.8;Kate Hudson;Anne Hathaway;Bryan Greenberg
8.7;3.0;7.0;3013.0;6.8;9952.0;6.7;2341.0;6.9;14995.0;7.0;1.0;7.0;2840.0;6.8;9520.0;6.8;2201.0;6.6;642.0;9.5;2.0;7.1;146.0;6.3;367.0;6.5;107.0;15309.0;15309.0;7.1;Ricci Harnett;Terry Stone;Craig Fairbrass
7.8;607.0;8.0;231736.0;7.8;256333.0;7.7;51179.0;7.8;469322.0;7.7;473.0;8.0;179113.0;7.7;210297.0;7.6;41925.0;8.1;110044.0;8.1;77.0;8.2;49701.0;8.0;42466.0;8.0;8366.0;539855.0;539855.0;8.0;Ian McKellen;Martin Freeman;Richard Armitage
8.3;19.0;7.6;7211.0;7.3;12682.0;7.3;5999.0;7.4;21596.0;8.5;15.0;7.6;5624.0;7.2;10197.0;7.3;4730.0;7.4;5305.0;7.7;3.0;7.6;1479.0;7.3;2325.0;7.5;1159.0;25911.0;25911.0;7.5;Paul Dano;John Cusack;Elizabeth Banks
5.5;48.0;6.2;22892.0;6.2;56704.0;6.4;15680.0;6.2;86742.0;5.4;39.0;6.2;19359.0;6.2;50182.0;6.3;13969.0;6.1;11000.0;6.0;5.0;6.1;3303.0;6.1;5818.0;6.5;1451.0;95324.0;95324.0;6.3;Mary Elizabeth Winstead;Joel Edgerton;Ulrich Thomsen
6.7;3.0;6.4;1870.0;6.3;8293.0;5.9;1965.0;6.2;11148.0;4.0;1.0;6.4;1613.0;6.2;7514.0;5.9;1783.0;6.5;1112.0;8.0;2.0;6.3;231.0;6.6;702.0;6.0;153.0;12131.0;12131.0;6.4;Hideaki Itô;Masanobu Andô;Kôichi Satô
4.0;3.0;5.4;890.0;5.4;5442.0;5.5;2225.0;5.5;6941.0;5.5;2.0;5.4;582.0;5.4;4360.0;5.5;1862.0;5.3;1714.0;1.0;1.0;5.3;300.0;5.3;1011.0;5.4;334.0;8560.0;8560.0;5.5;Lena Headey;Ulrich Thomsen;Melvil Poupaud
7.7;13.0;7.8;23705.0;7.8;51120.0;7.7;12557.0;7.8;64638.0;7.8;11.0;7.9;15030.0;7.9;37857.0;7.7;9782.0;7.7;24636.0;6.5;2.0;7.6;8382.0;7.8;12731.0;7.8;2591.0;87395.0;87395.0;8.0;Glen Hansard;Markéta Irglová;Hugh Walsh
7.1;127.0;7.2;88890.0;6.9;132234.0;6.3;18230.0;7.0;213531.0;7.0;103.0;7.2;73596.0;6.9;114727.0;6.3;15715.0;6.9;34483.0;7.2;14.0;7.0;14292.0;6.8;16343.0;6.4;2240.0;239481.0;239481.0;7.1;Seth Rogen;James Franco;Danny McBride
8.5;1305.0;8.4;261647.0;8.4;352141.0;8.1;65082.0;8.4;573196.0;8.5;936.0;8.5;195772.0;8.4;285742.0;8.1;53634.0;8.4;145141.0;8.3;247.0;8.4;62102.0;8.5;62330.0;8.2;10377.0;680175.0;680175.0;8.3;Ben Burtt;Elissa Knight;Jeff Garlin
6.6;7.0;6.4;2285.0;6.0;3183.0;6.0;502.0;6.0;4632.0;6.5;2.0;6.2;1516.0;5.9;2543.0;6.0;399.0;6.8;1524.0;6.5;5.0;6.9;746.0;6.7;602.0;6.7;91.0;5977.0;5977.0;6.5;Ken'ichi Matsuyama;Sota Aoyama;David Bueno
7.8;285.0;7.8;59146.0;7.7;61429.0;7.7;13730.0;7.6;97753.0;7.6;163.0;7.7;36295.0;7.6;45435.0;7.6;10585.0;8.1;43003.0;8.3;89.0;8.2;21894.0;8.0;15267.0;8.1;2950.0;134590.0;134590.0;7.9;Asa Butterfield;Zac Mattoon O'Brien;Domonkos Németh
8.0;28.0;7.6;22762.0;7.4;57477.0;7.5;16058.0;7.5;74604.0;8.1;23.0;7.6;15766.0;7.4;44293.0;7.5;12420.0;7.4;23555.0;7.2;5.0;7.4;6728.0;7.4;12568.0;7.7;3410.0;96325.0;96325.0;7.5;Meryl Streep;Philip Seymour Hoffman;Amy Adams
6.4;165.0;6.2;38904.0;6.1;51087.0;6.4;13952.0;6.1;87927.0;6.2;109.0;6.2;27740.0;6.1;40792.0;6.3;11276.0;6.6;25420.0;6.8;47.0;6.6;10585.0;6.6;9533.0;6.9;2434.0;104108.0;104108.0;6.4;Alexander Skarsgård;Rory J. Saper;Christian Stevens
