allgenders_0age_avg_vote;allgenders_0age_votes;allgenders_18age_avg_vote;allgenders_18age_votes;allgenders_30age_avg_vote;allgenders_30age_votes;allgenders_45age_avg_vote;allgenders_45age_votes;males_allages_avg_vote;males_allages_votes;males_0age_avg_vote;males_0age_votes;males_18age_avg_vote;males_18age_votes;males_30age_avg_vote;males_30age_votes;males_45age_avg_vote;males_45age_votes;females_allages_avg_vote;females_allages_votes;females_0age_avg_vote;females_0age_votes;females_18age_avg_vote;females_18age_votes;females_30age_avg_vote;females_30age_votes;females_45age_avg_vote;females_45age_votes;votes;allgenders_allages_votes;allgenders_allages_avg_vote;main_actor;supporting_actor_1;supporting_actor_2
5.8;8.0;5.7;982.0;5.5;7516.0;5.0;1835.0;5.5;9573.0;5.5;5.0;5.7;846.0;5.6;6833.0;5.0;1590.0;5.4;986.0;4.5;2.0;5.5;126.0;5.5;614.0;5.0;218.0;10341.0;10341.0;5.6;Terrence Mann;Don Keith Opper;Cynthia Garris
6.4;7.0;7.5;5998.0;7.6;23936.0;7.7;16653.0;7.5;32016.0;6.8;4.0;7.5;3198.0;7.5;15544.0;7.6;12454.0;7.8;15204.0;6.5;2.0;7.6;2723.0;7.8;8052.0;7.9;3946.0;46594.0;46594.0;7.7;Glenn Close;John Malkovich;Michelle Pfeiffer
6.6;13.0;6.5;3670.0;6.3;14946.0;6.4;10671.0;6.3;28259.0;6.5;10.0;6.5;3454.0;6.3;14123.0;6.3;9736.0;6.6;1772.0;8.5;2.0;6.8;188.0;6.4;686.0;6.6;829.0;29300.0;29300.0;6.4;Clint Eastwood;Patricia Clarkson;Liam Neeson
7.0;9.0;7.5;5040.0;7.3;16030.0;7.1;8302.0;7.3;25435.0;7.1;7.0;7.5;4032.0;7.3;13712.0;7.1;6976.0;7.3;4388.0;10.0;1.0;7.4;929.0;7.3;2120.0;7.1;1203.0;29381.0;29381.0;7.3;Jeremy Irons;Geneviève Bujold;Heidi von Palleske
8.5;452.0;8.2;150499.0;8.2;307066.0;8.2;83377.0;8.3;500308.0;8.5;373.0;8.2;130751.0;8.3;270377.0;8.2;70547.0;7.9;66664.0;7.9;46.0;7.8;18066.0;7.9;33194.0;8.1;11560.0;541394.0;541394.0;8.2;Bruce Willis;Bonnie Bedelia;Reginald VelJohnson
7.8;28.0;7.5;15132.0;7.4;51865.0;7.7;28052.0;7.5;80482.0;7.9;22.0;7.5;11740.0;7.5;43093.0;7.7;23465.0;7.5;16125.0;7.2;6.0;7.4;3214.0;7.4;8204.0;7.7;4180.0;95077.0;95077.0;7.6;John Cleese;Jamie Lee Curtis;Kevin Kline
7.3;6.0;6.9;3639.0;6.9;19190.0;6.9;12704.0;6.9;32081.0;7.1;5.0;7.0;3022.0;6.9;17037.0;6.9;11066.0;6.8;4133.0;8.0;1.0;6.8;583.0;6.7;1929.0;6.8;1473.0;35539.0;35539.0;6.9;Harrison Ford;Betty Buckley;Emmanuelle Seigner
7.0;2.0;6.5;889.0;6.2;8209.0;6.1;4775.0;6.2;12341.0;7.0;1.0;6.4;702.0;6.2;7084.0;6.0;4110.0;6.6;1900.0;7.0;1.0;6.8;176.0;6.6;1046.0;6.6;598.0;13875.0;13875.0;6.3;Chevy Chase;Madolyn Smith Osborne;Kevin O'Morrison
7.2;9.0;7.4;4138.0;7.6;20093.0;7.6;10134.0;7.5;29203.0;7.2;4.0;7.4;3038.0;7.5;16571.0;7.6;8676.0;7.7;5869.0;7.0;3.0;7.6;1045.0;7.8;3279.0;7.8;1313.0;34374.0;34374.0;7.8;Rosanna Arquette;Jean-Marc Barr;Jean Reno
7.0;9.0;6.6;2638.0;6.7;17641.0;6.4;7013.0;6.6;24494.0;6.9;7.0;6.6;2158.0;6.7;15225.0;6.3;6010.0;6.9;3832.0;7.5;2.0;6.8;450.0;7.0;2236.0;6.7;914.0;27301.0;27301.0;6.8;Dan Aykroyd;John Candy;Stephanie Faracy
6.4;11.0;6.7;2418.0;6.9;7325.0;7.0;4678.0;6.9;9466.0;6.3;9.0;6.8;1132.0;6.8;4472.0;6.9;3588.0;7.0;5231.0;7.0;1.0;6.6;1266.0;7.1;2769.0;7.3;1020.0;14432.0;14432.0;7.1;Sonny Bono;Ruth Brown;Divine
5.3;38.0;5.9;7327.0;5.9;18060.0;5.7;4962.0;5.8;27484.0;5.1;32.0;5.9;6164.0;5.9;15796.0;5.6;4321.0;6.1;3966.0;2.0;1.0;6.1;1068.0;6.1;2102.0;6.0;578.0;30387.0;30387.0;6.2;Donald Pleasence;Ellie Cornell;Danielle Harris
8.7;215.0;8.6;58876.0;8.4;75550.0;8.1;13494.0;8.5;122476.0;8.7;157.0;8.5;43091.0;8.4;61428.0;8.1;10850.0;8.6;32732.0;8.6;38.0;8.6;14913.0;8.5;13185.0;8.3;2410.0;148135.0;148135.0;8.4;Tsutomu Tatsumi;Ayano Shiraishi;Yoshiko Shinohara
9.0;2.0;6.5;681.0;6.6;5266.0;6.5;2908.0;6.6;8012.0;10.0;1.0;6.6;575.0;6.5;4683.0;6.5;2518.0;6.8;1034.0;8.0;1.0;6.3;101.0;6.9;534.0;6.7;352.0;8857.0;8857.0;6.7;Keenen Ivory Wayans;Bernie Casey;Antonio Fargas
7.3;50.0;7.4;21922.0;7.4;33160.0;6.7;4205.0;7.3;44152.0;7.3;35.0;7.4;14363.0;7.3;24752.0;6.5;3291.0;7.6;16971.0;5.7;11.0;7.6;7292.0;7.7;8062.0;7.3;855.0;59337.0;59337.0;7.5;Judith Barsi;Pat Hingle;Gabriel Damon
7.8;16.0;7.7;6109.0;7.6;20597.0;7.3;9659.0;7.6;33357.0;6.9;12.0;7.8;5476.0;7.6;18540.0;7.3;8382.0;7.5;3663.0;9.5;4.0;7.3;564.0;7.5;1850.0;7.6;1128.0;36381.0;36381.0;7.5;Willem Dafoe;Harvey Keitel;Paul Greco
7.7;5.0;6.6;1215.0;6.4;8566.0;5.9;3198.0;6.3;11087.0;9.0;3.0;6.6;831.0;6.4;7072.0;5.9;2726.0;6.5;2322.0;7.0;2.0;6.8;372.0;6.5;1397.0;6.3;437.0;12984.0;12984.0;6.5;Corey Haim;Corey Feldman;Carol Kane
1.9;67.0;2.7;928.0;3.5;6122.0;2.8;1438.0;3.2;7193.0;1.0;3.0;2.6;780.0;3.4;5010.0;2.8;1164.0;3.8;1575.0;2.0;63.0;3.2;141.0;4.2;1061.0;3.1;261.0;8555.0;8555.0;3.7;Christine Ebersole;Jonathan Ward;Tina Caspary
6.3;6.0;6.2;1320.0;6.0;6887.0;5.9;2152.0;6.0;9897.0;6.2;4.0;6.2;1190.0;6.0;6437.0;5.8;1941.0;5.9;696.0;5.0;1.0;5.9;121.0;5.9;380.0;6.0;173.0;10365.0;10365.0;6.1;Tom Atkins;Bruce Campbell;Laurene Landon
7.9;27.0;7.8;11413.0;7.8;33409.0;7.9;18627.0;7.8;57570.0;7.9;26.0;7.8;9759.0;7.8;29556.0;7.9;16212.0;7.8;7523.0;8.0;1.0;7.8;1543.0;7.8;3518.0;7.9;2173.0;63476.0;63476.0;7.9;Gene Hackman;Willem Dafoe;Frances McDormand
6.7;3.0;6.4;815.0;6.2;4719.0;6.1;2490.0;6.2;7267.0;6.0;2.0;6.4;704.0;6.2;4178.0;6.1;2200.0;6.2;877.0;8.0;1.0;5.9;103.0;6.2;490.0;6.2;265.0;8027.0;8027.0;6.2;Jason Beghe;John Pankow;Kate McNeil
3.0;2.0;5.5;1461.0;5.4;11992.0;5.2;5385.0;5.3;15412.0;5.0;1.0;5.4;934.0;5.3;9435.0;5.2;4620.0;5.6;3756.0;1.0;1.0;5.7;512.0;5.6;2439.0;5.4;704.0;18840.0;18840.0;5.4;Dan Aykroyd;Kim Basinger;Jon Lovitz
7.9;73.0;7.7;26166.0;7.6;63756.0;7.5;18138.0;7.6;101332.0;7.9;65.0;7.7;23154.0;7.6;57919.0;7.5;16312.0;7.1;9867.0;8.3;3.0;7.3;2727.0;7.0;5189.0;7.0;1575.0;108133.0;108133.0;7.7;Leslie Nielsen;Priscilla Presley;Ricardo Montalban
5.9;33.0;5.7;7731.0;5.7;22246.0;5.5;5666.0;5.6;31878.0;5.8;27.0;5.6;6394.0;5.7;19285.0;5.4;4891.0;6.0;4894.0;6.0;4.0;6.0;1226.0;6.0;2733.0;5.7;701.0;35676.0;35676.0;5.9;John Beckman;Kisha Brackel;Brooke Bundy
8.8;137.0;8.6;43375.0;8.4;79940.0;8.4;29729.0;8.5;127825.0;8.8;104.0;8.6;32628.0;8.4;64506.0;8.4;24334.0;8.5;31348.0;8.7;25.0;8.6;10171.0;8.5;14481.0;8.5;4901.0;153181.0;153181.0;8.4;Antonella Attili;Enzo Cannavale;Isa Danieli
6.5;32.0;6.9;14068.0;6.6;14923.0;6.2;2601.0;6.5;20422.0;6.4;20.0;6.7;7729.0;6.5;9818.0;6.1;1979.0;7.1;12208.0;6.7;11.0;7.2;6127.0;7.0;4948.0;6.6;584.0;31624.0;31624.0;6.9;Joey Lawrence;Billy Joel;Cheech Marin
6.2;4.0;6.7;920.0;6.5;5942.0;6.3;2852.0;6.5;9071.0;7.0;1.0;6.8;803.0;6.6;5445.0;6.3;2562.0;6.3;828.0;6.0;2.0;6.4;114.0;6.4;442.0;6.2;247.0;9718.0;9718.0;6.6;James Le Gros;Reggie Bannister;Angus Scrimm
8.4;191.0;8.1;95781.0;8.0;191793.0;7.9;56754.0;8.0;288870.0;8.5;157.0;8.1;74222.0;8.0;155699.0;7.9;45330.0;8.0;68465.0;8.2;24.0;8.1;20450.0;8.0;33856.0;8.1;10529.0;344519.0;344519.0;8.0;Dustin Hoffman;Tom Cruise;Valeria Golino
6.0;63.0;6.1;18438.0;5.8;54971.0;5.4;14475.0;5.8;87131.0;6.0;49.0;6.1;17450.0;5.8;52392.0;5.4;13385.0;5.7;3830.0;5.4;7.0;6.1;785.0;5.5;1986.0;5.7;885.0;87947.0;87947.0;5.9;Sylvester Stallone;Richard Crenna;Marc de Jonge
6.7;12.0;6.2;4603.0;6.1;30665.0;6.0;11693.0;6.1;46148.0;6.5;10.0;6.2;4286.0;6.1;29205.0;6.0;10780.0;5.9;2257.0;7.0;1.0;6.1;273.0;5.8;1126.0;5.9;771.0;46973.0;46973.0;6.2;Arnold Schwarzenegger;Jim Belushi;Peter Boyle
4.5;4.0;5.9;1578.0;5.9;8956.0;5.7;3185.0;5.8;12604.0;5.5;2.0;5.8;1345.0;5.9;8032.0;5.7;2816.0;6.1;1424.0;1.0;1.0;6.1;223.0;6.1;835.0;6.0;317.0;13723.0;13723.0;5.9;Michael Kenworthy;Thor Van Lingen;Jason Hogan
8.5;4.0;8.0;1569.0;7.6;4467.0;7.5;3756.0;7.6;7172.0;8.0;1.0;8.0;883.0;7.6;3207.0;7.4;2904.0;7.9;2766.0;9.0;2.0;8.0;663.0;7.8;1209.0;7.8;804.0;9796.0;9796.0;7.8;Christine Lahti;River Phoenix;Judd Hirsch
7.5;4.0;6.8;393.0;6.8;4186.0;6.9;3900.0;6.8;7961.0;8.0;3.0;6.8;343.0;6.8;3884.0;6.9;3520.0;6.8;672.0;6.0;1.0;6.9;45.0;6.5;264.0;7.0;345.0;8483.0;8483.0;6.9;Sidney Poitier;Tom Berenger;Kirstie Alley
7.7;45.0;7.3;16201.0;7.3;45881.0;7.2;16016.0;7.3;73368.0;7.8;37.0;7.3;14275.0;7.3;41904.0;7.2;14343.0;7.2;6836.0;6.7;6.0;7.2;1722.0;7.1;3433.0;7.2;1401.0;78143.0;78143.0;7.4;Roddy Piper;Keith David;Meg Foster
8.3;299.0;8.2;73949.0;8.2;86463.0;8.1;15914.0;8.1;134094.0;8.3;188.0;8.1;47969.0;8.2;65198.0;8.1;12596.0;8.4;51518.0;8.1;81.0;8.4;24752.0;8.5;19968.0;8.4;2958.0;176625.0;176625.0;8.2;Noriko Hidaka;Chika Sakamoto;Shigesato Itoi
6.2;33.0;6.0;11464.0;6.0;53080.0;6.0;16201.0;6.1;73065.0;6.0;27.0;6.1;9473.0;6.0;46537.0;6.1;14014.0;5.9;10186.0;8.0;3.0;5.8;1852.0;5.8;5957.0;6.0;1959.0;80778.0;80778.0;6.1;Arnold Schwarzenegger;Danny DeVito;Kelly Preston
7.5;4.0;7.3;3812.0;7.2;12198.0;7.4;8578.0;7.2;18662.0;6.0;1.0;7.3;2228.0;7.2;9092.0;7.4;6883.0;7.4;6279.0;8.0;3.0;7.5;1540.0;7.3;2954.0;7.6;1569.0;24592.0;24592.0;7.4;Daniel Day-Lewis;Juliette Binoche;Lena Olin
7.8;108.0;7.7;29507.0;7.7;77823.0;7.4;22119.0;7.7;109444.0;7.8;91.0;7.7;22237.0;7.7;64077.0;7.4;18550.0;7.6;24122.0;8.2;12.0;7.6;6884.0;7.6;12865.0;7.4;3264.0;129557.0;129557.0;7.7;Bob Hoskins;Christopher Lloyd;Joanna Cassidy
7.1;11.0;7.0;7505.0;7.4;51232.0;7.1;16210.0;7.2;62493.0;7.1;10.0;6.9;5309.0;7.3;41726.0;7.0;13265.0;7.6;14298.0;8.0;1.0;7.2;2105.0;7.7;8913.0;7.6;2741.0;74958.0;74958.0;7.4;Val Kilmer;Joanne Whalley;Warwick Davis
7.3;3.0;6.9;3438.0;6.7;18126.0;6.8;15185.0;6.7;26460.0;7.5;2.0;6.9;1823.0;6.6;12317.0;6.7;11547.0;7.0;11034.0;7.0;1.0;6.8;1576.0;6.9;5584.0;7.2;3418.0;36752.0;36752.0;6.8;Harrison Ford;Sigourney Weaver;Melanie Griffith
7.0;13.0;6.8;5801.0;7.0;32609.0;6.5;10234.0;6.9;42056.0;6.7;8.0;6.8;4464.0;7.0;27389.0;6.4;8556.0;7.0;8063.0;8.0;4.0;6.8;1277.0;7.1;4860.0;6.7;1536.0;48657.0;48657.0;7.1;Tom Hanks;Bruce Dern;Carrie Fisher
7.6;26.0;7.3;14762.0;7.6;73860.0;7.6;29772.0;7.6;109088.0;7.7;20.0;7.4;13095.0;7.6;66330.0;7.6;25950.0;7.5;12132.0;5.9;5.0;7.1;1516.0;7.5;6724.0;7.6;3407.0;118420.0;118420.0;7.6;Ed Harris;Mary Elizabeth Mastrantonio;Michael Biehn
6.3;8.0;7.3;3813.0;7.2;21580.0;7.0;11701.0;7.2;32996.0;6.8;4.0;7.3;3099.0;7.2;18637.0;7.0;10299.0;7.2;4728.0;10.0;2.0;7.2;674.0;7.3;2662.0;6.9;1231.0;37102.0;37102.0;7.3;John Neville;Eric Idle;Sarah Polley
7.1;23.0;6.9;8563.0;6.7;15404.0;6.2;2366.0;6.6;18168.0;6.5;14.0;6.8;4887.0;6.6;10779.0;6.1;1799.0;7.1;8970.0;7.8;7.0;7.2;3556.0;7.1;4463.0;6.7;532.0;26356.0;26356.0;6.9;Burt Reynolds;Dom DeLuise;Judith Barsi
6.8;4.0;6.1;1312.0;6.2;9279.0;6.6;9284.0;6.3;16781.0;7.7;3.0;6.0;1025.0;6.2;7734.0;6.5;7553.0;6.7;3484.0;4.0;1.0;6.5;277.0;6.5;1446.0;6.8;1628.0;19879.0;19879.0;6.5;Richard Dreyfuss;Holly Hunter;Brad Johnson
8.0;610.0;7.9;96090.0;7.9;182234.0;7.4;40798.0;7.9;288417.0;8.0;470.0;7.9;78274.0;7.9;157083.0;7.4;35026.0;7.8;46785.0;8.0;82.0;7.8;16184.0;7.8;22653.0;7.3;5069.0;319732.0;319732.0;7.9;Michael J. Fox;Christopher Lloyd;Lea Thompson
7.8;273.0;7.4;56281.0;7.6;149346.0;7.3;35328.0;7.5;218069.0;7.7;242.0;7.4;47512.0;7.6;130525.0;7.3;30474.0;7.5;31035.0;8.1;22.0;7.4;8113.0;7.5;17151.0;7.4;4354.0;241228.0;241228.0;7.6;Michael Keaton;Jack Nicholson;Kim Basinger
7.8;49.0;7.1;14571.0;6.9;49325.0;6.8;15275.0;6.9;68862.0;7.6;38.0;7.0;11646.0;6.9;41838.0;6.7;12772.0;7.0;12564.0;8.2;7.0;7.3;2781.0;7.0;6954.0;6.9;2295.0;79220.0;79220.0;7.1;Keanu Reeves;Alex Winter;George Carlin
7.5;19.0;7.4;9826.0;7.2;42394.0;7.0;18300.0;7.2;63888.0;7.7;14.0;7.4;8629.0;7.2;37437.0;7.0;15514.0;7.0;8504.0;6.8;5.0;7.2;1112.0;6.9;4522.0;7.1;2532.0;70539.0;70539.0;7.2;Tom Cruise;Bryan Larkin;Raymond J. Barry
8.3;7.0;7.3;3472.0;7.1;17964.0;6.9;9144.0;7.1;28738.0;8.4;5.0;7.3;3079.0;7.1;16507.0;6.9;8260.0;7.1;2478.0;8.0;2.0;7.3;343.0;7.1;1289.0;6.9;751.0;30587.0;30587.0;7.1;Michael J. Fox;Sean Penn;Don Harvey
7.8;17.0;7.9;8141.0;7.9;20782.0;7.9;11169.0;7.9;34826.0;8.1;13.0;8.0;6664.0;7.9;17846.0;7.9;9329.0;7.7;5903.0;6.2;4.0;7.6;1378.0;7.7;2700.0;7.9;1664.0;40109.0;40109.0;7.9;Bill Bernstein;Martin Landau;Claire Bloom
8.4;337.0;8.2;93974.0;8.0;138274.0;8.0;44835.0;8.0;217642.0;8.4;206.0;8.2;64217.0;7.9;105732.0;7.9;35732.0;8.3;71636.0;8.7;99.0;8.4;28239.0;8.2;30778.0;8.1;8373.0;277420.0;277420.0;8.1;Robin Williams;Robert Sean Leonard;Ethan Hawke
8.6;44.0;8.2;15205.0;7.8;31599.0;7.7;12154.0;7.9;53704.0;8.6;38.0;8.2;13135.0;7.8;28319.0;7.6;10454.0;7.8;6584.0;8.5;5.0;7.9;1869.0;7.7;2952.0;7.8;1523.0;59002.0;59002.0;7.9;Danny Aiello;Ossie Davis;Ruby Dee
7.6;31.0;7.4;13838.0;7.3;36132.0;7.5;19268.0;7.3;55791.0;7.6;26.0;7.4;10347.0;7.3;28220.0;7.4;14768.0;7.5;15965.0;8.3;3.0;7.4;3323.0;7.4;7507.0;7.8;4212.0;69269.0;69269.0;7.4;Morgan Freeman;Jessica Tandy;Dan Aykroyd
8.0;4.0;7.5;3762.0;7.3;12492.0;7.3;7112.0;7.3;20167.0;8.3;3.0;7.5;2900.0;7.3;10770.0;7.3;5977.0;7.3;3542.0;7.0;1.0;7.2;813.0;7.1;1590.0;7.6;1027.0;23370.0;23370.0;7.5;Matt Dillon;Kelly Lynch;James Le Gros
4.1;27.0;4.5;4868.0;4.7;14359.0;4.4;3860.0;4.6;21457.0;4.0;25.0;4.5;4315.0;4.6;12980.0;4.4;3352.0;4.8;2304.0;1.0;1.0;4.6;506.0;4.9;1248.0;4.8;453.0;23114.0;23114.0;4.9;Todd Caldecott;Tiffany Paulsen;Tim Mirkovich
6.2;106.0;6.5;22980.0;6.7;85884.0;6.1;20951.0;6.6;117972.0;6.3;89.0;6.5;19159.0;6.7;75004.0;6.1;18094.0;6.7;16921.0;6.2;9.0;6.6;3535.0;6.8;9916.0;6.3;2545.0;129921.0;129921.0;6.6;Bill Murray;Dan Aykroyd;Sigourney Weaver
8.0;35.0;7.8;14747.0;7.8;50964.0;7.9;23152.0;7.8;80615.0;7.8;31.0;7.8;12977.0;7.8;45702.0;7.9;19682.0;7.9;9966.0;9.8;4.0;7.7;1633.0;7.8;4816.0;8.1;3184.0;88898.0;88898.0;8.0;Matthew Broderick;Denzel Washington;Cary Elwes
4.1;26.0;5.2;5798.0;5.1;14358.0;5.1;3741.0;5.1;21613.0;3.9;22.0;5.1;4877.0;5.1;12580.0;5.0;3246.0;5.6;3122.0;4.0;1.0;5.7;841.0;5.7;1658.0;5.5;451.0;23923.0;23923.0;5.4;Donald Pleasence;Danielle Harris;Ellie Cornell
5.5;2.0;6.4;1059.0;6.1;7930.0;5.7;4609.0;6.0;12473.0;2.0;1.0;6.4;892.0;6.1;7056.0;5.6;4005.0;6.5;1594.0;9.0;1.0;6.5;157.0;6.7;792.0;6.2;546.0;13600.0;13600.0;6.3;Eddie Murphy;Richard Pryor;Redd Foxx
7.6;96.0;7.4;17186.0;7.1;29536.0;7.2;12462.0;7.1;38982.0;7.7;43.0;7.3;7939.0;7.0;19786.0;7.2;9831.0;7.4;21910.0;7.5;43.0;7.5;8941.0;7.3;9385.0;7.4;2451.0;59280.0;59280.0;7.4;Winona Ryder;Christian Slater;Shannen Doherty
8.4;7.0;7.4;2296.0;7.3;9022.0;7.7;8309.0;7.5;16481.0;8.3;6.0;7.4;1897.0;7.3;7476.0;7.7;6720.0;7.6;3414.0;9.0;1.0;7.2;378.0;7.5;1438.0;7.9;1484.0;19634.0;19634.0;7.8;Derek Jacobi;Kenneth Branagh;Simon Shepherd
6.3;84.0;6.2;23737.0;6.4;65277.0;6.1;13794.0;6.3;84995.0;6.1;64.0;6.2;17091.0;6.4;52809.0;6.1;11427.0;6.4;21238.0;7.2;12.0;6.2;6322.0;6.5;11723.0;6.3;2172.0;102892.0;102892.0;6.4;Rick Moranis;Matt Frewer;Marcia Strassman
8.4;571.0;8.2;124962.0;8.3;262834.0;8.0;78981.0;8.3;424226.0;8.4;471.0;8.2;105557.0;8.3;227025.0;8.0;66368.0;8.1;65534.0;8.3;65.0;8.0;17757.0;8.2;32582.0;8.1;11400.0;467348.0;467348.0;8.2;Harrison Ford;Sean Connery;Denholm Elliott
7.4;5.0;6.2;3894.0;6.0;15376.0;5.8;5156.0;6.0;21509.0;7.0;2.0;6.1;3096.0;6.0;13304.0;5.8;4406.0;6.2;3511.0;7.5;2.0;6.4;760.0;6.1;1918.0;6.3;694.0;24431.0;24431.0;6.1;Jim Belushi;Mel Harris;Kevin Tighe
6.8;11.0;6.6;5222.0;6.4;26417.0;6.0;4524.0;6.4;35380.0;6.6;9.0;6.5;4850.0;6.4;24927.0;6.0;4079.0;6.5;2023.0;8.0;1.0;6.9;313.0;6.4;1243.0;6.4;382.0;36174.0;36174.0;6.7;Jean-Claude Van Damme;Dennis Alexio;Dennis Chan
7.6;39.0;7.3;20325.0;7.2;74922.0;7.2;22870.0;7.2;110688.0;7.5;31.0;7.3;18334.0;7.2;68073.0;7.2;19917.0;7.1;10950.0;8.2;7.0;7.3;1788.0;7.0;6056.0;7.2;2656.0;118156.0;118156.0;7.3;Mel Gibson;Danny Glover;Joe Pesci
7.4;52.0;6.8;13309.0;6.6;38323.0;6.5;15813.0;6.6;64540.0;7.4;41.0;6.8;12163.0;6.6;35485.0;6.5;14314.0;6.4;4964.0;5.6;5.0;6.6;1001.0;6.4;2466.0;6.5;1301.0;67497.0;67497.0;6.7;Timothy Dalton;Carey Lowell;Robert Davi
7.4;306.0;7.6;63046.0;7.6;82670.0;7.5;15260.0;7.3;102398.0;7.2;181.0;7.3;32421.0;7.3;52841.0;7.4;11376.0;8.1;66157.0;7.9;100.0;8.0;29445.0;8.2;28777.0;7.9;3653.0;161282.0;161282.0;7.7;Rene Auberjonois;Christopher Daniel Barnes;Jodi Benson
7.5;7.0;6.8;3348.0;6.4;18582.0;6.1;6075.0;6.4;27478.0;7.8;4.0;6.7;3110.0;6.4;17606.0;6.1;5591.0;6.5;1438.0;7.5;2.0;7.2;210.0;6.5;768.0;6.3;396.0;28012.0;28012.0;6.5;Sylvester Stallone;Donald Sutherland;John Amos
5.8;12.0;6.0;7909.0;5.9;37810.0;5.7;11380.0;5.7;43040.0;5.4;9.0;5.8;4275.0;5.8;28180.0;5.7;9132.0;6.3;15424.0;7.0;1.0;6.4;3541.0;6.3;9214.0;6.2;2093.0;57111.0;57111.0;5.9;John Travolta;Kirstie Alley;Olympia Dukakis
8.1;96.0;7.9;29770.0;7.8;38912.0;7.8;7784.0;7.8;54289.0;8.2;54.0;7.9;17102.0;7.7;28272.0;7.8;6178.0;8.0;25197.0;7.8;28.0;8.0;12131.0;7.9;10102.0;8.0;1427.0;76562.0;76562.0;8.0;Minami Takayama;Rei Sakuma;Kappei Yamaguchi
6.9;11.0;7.2;4849.0;7.2;28421.0;7.1;10992.0;7.2;41907.0;6.7;10.0;7.2;4450.0;7.3;26141.0;7.2;9641.0;7.0;3740.0;8.0;1.0;7.2;335.0;6.9;2010.0;7.0;1222.0;44273.0;44273.0;7.4;Tom Berenger;Charlie Sheen;Corbin Bernsen
8.2;36.0;8.0;12836.0;7.8;25782.0;7.8;10262.0;7.9;41240.0;8.3;28.0;8.0;10519.0;7.8;21240.0;7.8;7972.0;7.9;8915.0;7.2;4.0;8.0;2196.0;7.9;4258.0;8.0;2141.0;48916.0;48916.0;7.9;Daniel Day-Lewis;Brenda Fricker;Alison Whelan
7.5;79.0;7.4;19887.0;7.6;60212.0;7.5;21044.0;7.5;87675.0;7.5;54.0;7.4;15417.0;7.6;50075.0;7.5;17393.0;7.6;18308.0;7.1;14.0;7.3;4212.0;7.6;9481.0;7.7;3365.0;101222.0;101222.0;7.7;Chevy Chase;Beverly D'Angelo;Juliette Lewis
4.6;31.0;5.1;6526.0;5.2;18299.0;5.0;4344.0;5.1;26188.0;4.4;26.0;5.0;5453.0;5.1;15958.0;5.0;3726.0;5.6;3869.0;6.0;4.0;5.5;983.0;5.6;2164.0;5.5;548.0;29200.0;29200.0;5.3;Robert Englund;Lisa Wilcox;Kelly Jo Minter
7.6;12.0;7.1;3052.0;6.9;17732.0;7.1;11018.0;6.9;24485.0;7.4;6.0;7.1;1975.0;6.8;13298.0;7.0;8484.0;7.2;7978.0;8.0;5.0;7.1;1045.0;7.1;4260.0;7.5;2395.0;31814.0;31814.0;7.1;Steve Martin;Mary Steenburgen;Dianne Wiest
4.5;2.0;6.2;710.0;6.1;2690.0;6.2;1321.0;6.1;3843.0;8.0;1.0;6.2;478.0;6.1;2169.0;6.2;1090.0;6.3;955.0;1.0;1.0;6.2;226.0;6.2;488.0;6.5;206.0;4723.0;4723.0;6.3;Randy Quaid;Mary Beth Hurt;Sandy Dennis
6.0;64.0;6.5;13870.0;6.6;41068.0;6.5;12868.0;6.5;55728.0;5.8;43.0;6.5;9800.0;6.6;32940.0;6.4;10562.0;6.7;14303.0;6.7;9.0;6.7;3836.0;6.8;7629.0;6.7;2100.0;67870.0;67870.0;6.7;Dale Midkiff;Fred Gwynne;Denise Crosby
8.5;2.0;5.8;528.0;5.4;4002.0;5.2;3455.0;5.3;7437.0;8.0;1.0;5.8;437.0;5.4;3667.0;5.2;3129.0;5.5;698.0;9.0;1.0;6.1;87.0;5.6;305.0;5.3;288.0;7987.0;7987.0;5.4;Clint Eastwood;Bernadette Peters;Timothy Carhart
4.7;11.0;5.0;3623.0;4.3;13779.0;3.8;3025.0;4.4;19084.0;4.6;10.0;4.9;3090.0;4.3;12577.0;3.8;2736.0;4.8;1884.0;10.0;1.0;5.4;494.0;4.6;1072.0;3.9;262.0;20438.0;20438.0;4.4;Bubba Smith;David Graf;Michael Winslow
6.1;15.0;6.7;5117.0;6.5;26206.0;6.5;12580.0;6.6;40436.0;5.8;11.0;6.7;4380.0;6.6;23339.0;6.5;10846.0;6.6;5152.0;9.0;2.0;6.6;675.0;6.5;2582.0;6.7;1575.0;43918.0;43918.0;6.8;Patrick Swayze;Kelly Lynch;Sam Elliott
6.8;17.0;7.1;5244.0;6.9;22565.0;6.5;7614.0;6.9;32464.0;6.9;14.0;7.1;4379.0;6.9;20098.0;6.5;6740.0;6.9;4011.0;8.0;2.0;7.2;823.0;6.9;2242.0;6.5;778.0;35440.0;35440.0;7.0;Richard Pryor;Gene Wilder;Joan Severance
4.7;20.0;5.5;4033.0;5.5;21772.0;5.6;13146.0;5.5;36521.0;4.6;16.0;5.4;3464.0;5.5;19967.0;5.5;11729.0;6.0;3432.0;5.8;4.0;6.1;518.0;6.0;1539.0;6.0;1245.0;38971.0;38971.0;5.5;William Shatner;Leonard Nimoy;DeForest Kelley
